code,subject,terms,name,prereqs,postreqs
AFRI 0090,AFRI,"['202110', '202010', '201910', '201810', '201610']",An Introduction to Africana Studies,[],[]
AFRI 0670,AFRI,"['202110', '202010', '201910', '201810', '201610']",Global Black Radicalism,[],[]
AFRI 0800,AFRI,"['202110', '202020']",Theorizing Racism,[],[]
AFRI 0840,AFRI,"['202110', '202010']","Monuments, History, and Memory in the United States",[],[]
AFRI 0850,AFRI,"['202110', '202010']",Queerness in Caribbean Literature,[],[]
AFRI 1110,AFRI,"['202110', '202010', '201910', '201810', '201610']",Voices Beneath the Veil,[],[]
AFRI 1200X,AFRI,['202110'],The Art and Imagination of Josephine Baker,[],[]
AFRI 1420,AFRI,['202110'],Caribbean Imaginations: Writing and Cultural Production,[],[]
AFRI 1920,AFRI,"['202110', '202010', '201910']",Health Inequality in Historical Perspective,[],[]
AFRI 2030,AFRI,['202110'],Sylvia Wynter and the Genres of the Human,[],[]
AFRI 2101,AFRI,"['202110', '202010', '201720']",Methods in Africana Studies,[],[]
AFRI 2970,AFRI,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201620', '201610']",Preliminary Examination Preparation,[],[]
AFRI 2990,AFRI,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201620', '201610']",Thesis Preparation,[],[]
AFRI XLIST,AFRI,"['202110', '202100', '202020', '202010', '201920', '201910', '201810', '201720', '201620', '201610']",Courses of Interest to Concentrators in Africana Studies,[],[]
AFRI 0300,AFRI,['202100'],Performing Ethnography and the Politics of Culture,[],[]
AFRI 1085,AFRI,['202100'],The Black Vote: A Critical Interrogation of a Concept,[],[]
AFRI 1095,AFRI,['202100'],Black Women’s Science Fiction and Fantasy Novels: The Future Then & Now,[],[]
AFRI 1600,AFRI,['202100'],"History, Nation, Popular Culture and Caribbean Politics",[],[]
AFRI 0990,AFRI,"['202020', '201920', '201820', '201720', '201620']",Black Lavender: Black Gay/Lesbian Plays/Dramatic Constructions in the American Theatre,[],[]
AFRI 1030,AFRI,"['202020', '201910', '201820']",Contesting the Carceral State,[],[]
AFRI 1090,AFRI,"['202020', '201820', '201620']",Black Freedom Struggle Since 1945,[],[]
AFRI 1150,AFRI,"['202020', '201920', '201820', '201720']",Afro-Caribbean Philosophy,[],[]
AFRI 1230,AFRI,['202020'],Black Protest Music,[],[]
AFRI 1330,AFRI,"['202020', '201920']",Africana Studies Junior Seminar,[],[]
AFRI 1360,AFRI,"['202020', '201920', '201820', '201720', '201620']","Africana Studies: Knowledge, Texts and Methodology",[],[]
AFRI 1941,AFRI,['202020'],Archiving the African Diaspora: The Life and Works of Anani Dzidzienyo,[],[]
AFRI 2005,AFRI,['202020'],"Monuments, Counter-Monuments, and the Representation of the Slave Past",[],[]
AFRI 2020,AFRI,['202020'],Afro-pessimism and Its Kin,[],[]
AFRI 0690,AFRI,['202010'],"Gospel Titans, Divas, and Dynasties",[],[]
AFRI 0980,AFRI,"['202010', '201910']",Fela Kuti: African Freedom from Afrobeat to Afrobeats,[],[]
AFRI 1050A,AFRI,"['202010', '201920', '201820', '201720', '201620']",Advanced RPM Playwriting,[],[]
AFRI 1050D,AFRI,"['202010', '201920', '201820', '201720', '201620']",Intermediate RPM Playwriting,[],[]
AFRI 1050E,AFRI,"['202010', '201920', '201820', '201720', '201620']",RPM Playwriting,[],[]
AFRI 1060U,AFRI,"['202010', '201910', '201810', '201720']",An Introduction to Africa,[],[]
AFRI 1210,AFRI,"['202010', '201910', '201610']",Afro-Brazilians and the Brazilian Polity,[],[]
AFRI 1310,AFRI,['202010'],Say Her Name: Black Women and the Carceral Experience Since 1865,[],[]
AFRI 1460,AFRI,['202010'],Tell the Story: The Afro-Diasporic Experience Through Documentary Film,[],[]
AFRI 2001,AFRI,"['202010', '201910', '201810', '201610']",Theories of Africana Thought: Intellectual History and Critical Theory,[],[]
AFRI 2300,AFRI,"['202010', '201910']","Black Critique: Black Critical Theory - History, Literature, Politics, the Human Sciences of Being",[],[]
AFRI 0500,AFRI,"['202000', '201900']","Globalization, Media and Culture",[],[]
AFRI 0830,AFRI,"['201920', '201610']",How Structural Racism Works,[],[]
AFRI 1060E,AFRI,"['201920', '201820', '201720']",West African Writers and Political Kingdom,[],[]
AFRI 1065,AFRI,['201920'],Performing Africa,[],[]
AFRI 1075,AFRI,['201920'],"Providence Housing Ecosystem, Development, Displacement and Gentrification",[],[]
AFRI 1100C,AFRI,"['201920', '201720']",Racial Slavery and Empire in an Age of Global Capital,[],[]
AFRI 1100X,AFRI,['201920'],"Black Speculative Fiction: World-Making and Alternative Universes, Science Fiction and Fantasy",[],[]
AFRI 1275,AFRI,['201920'],"Memory, Movements, and Mississippi",[],[]
AFRI 1930,AFRI,['201920'],"Race, Difference and Biomedical Research: Historical Considerations",[],[]
AFRI 2002,AFRI,"['201920', '201820', '201620']",Theories of Africana Thought: Literary and Expressive Cultures,[],[]
AFRI 2102,AFRI,"['201920', '201620']",Interdisciplinary Methods and Africana Studies,[],[]
AFRI 0110C,AFRI,['201910'],Autobiography of the Civil Rights Movement,[],[]
AFRI 0210,AFRI,"['201910', '201610']",Afro Latin Americans and Blackness in the Americas,[],[]
AFRI 1020D,AFRI,['201910'],"Race, Rights and Rebellion",[],[]
AFRI 1190,AFRI,['201910'],"Haiti: A New World, A Free World",[],[]
AFRI 1060Z,AFRI,"['201900', '201810']","Race, Sexuality, and Mental Disability History",[],[]
AFRI 0550,AFRI,"['201820', '201720']",African American Health Activism from Emancipation to AIDS,[],[]
AFRI 0610,AFRI,"['201820', '201620']",Black Student Protest from Jim Crow to the Present,[],[]
AFRI 0880,AFRI,['201820'],Hip Hop Music and Cultures,[],[]
AFRI 1020C,AFRI,"['201820', '201720']",The Afro-Luso-Brazilian Triangle,[],[]
AFRI 1100B,AFRI,"['201820', '201720']","The Caribbean: Cultures, Politics, Histories and Literature",[],[]
AFRI 2104,AFRI,['201820'],Theorizing the Black Diaspora,[],[]
AFRI 1040,AFRI,['201810'],"Decolonized Bodies, Spirit Bodies: Tracing the Indigenous Knowledge of Africans",[],[]
AFRI 1060W,AFRI,"['201810', '201610']","Policy, Culture and Discourse that Shape Health and Access to Healthcare",[],[]
AFRI 1060X,AFRI,"['201810', '201610']",African Development,[],[]
AFRI 1190A,AFRI,"['201810', '201620']","Framing Haiti: History, Culture, Politics + Literature",[],[]
AFRI 1200,AFRI,['201810'],Gospel Music from the Church to the Streets,[],[]
AFRI 1968,AFRI,['201810'],1968: A Year in Review,[],[]
AFRI 2010,AFRI,['201810'],Black Transnational Feminism,[],[]
AFRI 0760A,AFRI,"['201720', '201620']",Rastafari Studies,[],[]
AFRI 1100A,AFRI,['201720'],Comparative Identity Politics in Africa,[],[]
AFRI 1050W,AFRI,['201620'],Transnational Hispaniola: Haiti and the Dominican Republic,[],[]
AFRI 1050X,AFRI,['201620'],"Slavery, Materiality, and Memorialization",[],[]
AFRI 1010C,AFRI,['201610'],"Race, Gender, Ethics and Environmental Justice",[],[]
AFRI 1060Y,AFRI,['201610'],"Sex, Violence and the Policing of Black Struggle",[],[]
AFRI 2502,AFRI,['201610'],Race and Nation in the Spanish Caribbean,[],[]
SIGN 0100,SIGN,"['202110', '202020', '202010', '201910', '201810', '201710', '201610']","American Sign Language I, II",[],[]
SIGN 0300,SIGN,"['202110', '202010', '201910', '201810', '201710', '201610']",American Sign Language III,[],[]
SIGN 0500,SIGN,"['202110', '202010', '201910', '201810', '201710', '201610']",American Sign Language V,[],[]
SIGN 0200,SIGN,"['202100', '202020', '201920', '201820', '201720']","American Sign Language I, II",[],[]
SIGN 0400,SIGN,"['202020', '201920', '201820', '201720']",American Sign Language IV,[],[]
SIGN 0600,SIGN,['201720'],American Sign Language VI,[],[]
AMST 0191E,AMST,"['202110', '201720']","Objects as Texts: Materializing Race, Gender, and Sexuality",[],[]
AMST 0310,AMST,['202110'],Theory and Practice of Engaged Scholarship (SOC 0310),[],[]
AMST 1200X,AMST,['202110'],The Art and Imagination of Josephine Baker (AFRI 1200X),[],[]
AMST 1600L,AMST,['202110'],"Nationalizing Narratives: Race, Nationalism, and the American Novel (ENGL 1710M)",[],[]
AMST 1600M,AMST,['202110'],Contemporary Black Women's Literature (ENGL 1711L),[],[]
AMST 1600N,AMST,['202110'],Caribbean Literature (ENGL 1762M),[],[]
AMST 1600P,AMST,['202110'],Star Studies and Golden Age Hollywood (MCM 1204Y),[],[]
AMST 1610A,AMST,['202110'],American Advertising: History and Consequences,[],[]
AMST 1613C,AMST,['202110'],First Nations: The People and Cultures of Native North America to 1800 (HIST 1512),[],[]
AMST 1700N,AMST,"['202110', '202020', '201920']","Public Memory: Testimony, Memorial, Ritual",[],[]
AMST 1901B,AMST,"['202110', '202020', '201910', '201810']",Form Matters: Contemporary Short Fiction,[],[]
AMST 1903D,AMST,['202110'],Health Inequality in Historical Perspective (AFRI 1920),[],[]
AMST 1906U,AMST,['202110'],Culture as History: Making the 20th Century United States,[],[]
AMST 1906X,AMST,['202110'],Black Queer Life,[],[]
AMST 1906Y,AMST,['202110'],Bodies at Work: Disability and Capitalism (STS 1700R),[],[]
AMST 1906Z,AMST,['202110'],"Senior Seminar in Science, Technology and Society (STS 1900)",[],[]
AMST 2010,AMST,"['202110', '202010', '201910', '201810', '201710', '201610']",Introduction to Interdisciplinary Methods,[],[]
AMST 2220Z,AMST,['202110'],Currents in Popular Music: Race & Sound,[],[]
AMST 2221A,AMST,['202110'],"Accessioning, Archiving, and Antiracism: Critical and Creative Approaches",[],[]
AMST 2401E,AMST,['202110'],Retouch: The Imaginaries of Repair (HMAN 2401E),[],[]
AMST 2520,AMST,"['202110', '202010', '201910', '201810', '201710', '201610']",American Studies: Professional Issues in American Studies,[],[]
AMST 2990,AMST,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
AMST 1500B,AMST,"['202115', '201615']","Broadway Modern: Race, Gender, Class, and the American Musical",[],[]
AMST 1110,AMST,['202100'],Race and Gender in Black Women’s Speculative Fiction,[],[]
AMST 1200A,AMST,['202100'],"Scraps of the Archive: Race, Theory, Performance",[],[]
AMST 1905G,AMST,"['202100', '201710']",Literature and the Problem of Poverty (ENGL 1710K),[],[]
AMST 1906L,AMST,['202100'],"Books, Material and Digital",[],[]
AMST 0160,AMST,['202020'],The Lower East Side and Beyond: American Jewish History 1880-2000 (JUDS 0066),[],[]
AMST 0170D,AMST,"['202020', '201820']",Musical Youth Cultures,[],[]
AMST 0192F,AMST,['202020'],Whose Land? Tracing History and Memory in the Native Northeast,[],[]
AMST 0192I,AMST,['202020'],Mapping Desire: Queer Spaces in Contemporary Literature,[],[]
AMST 1090,AMST,['202020'],Black Freedom Struggle Since 1945 (AFRI 1090),[],[]
AMST 1510,AMST,"['202020', '201610']",Museum Collecting and Collections,[],[]
AMST 1611M,AMST,"['202020', '201820', '201620']","Trauma and the Shame of the Unspeakable: The Holocaust, American Slavery, and Childhood Sexual Abuse",[],[]
AMST 1800,AMST,"['202020', '201920', '201820', '201720', '201620']",Honors Seminar,[],[]
AMST 1900P,AMST,"['202020', '201920', '201820', '201720', '201610']",Essaying Culture,[],[]
AMST 1906V,AMST,['202020'],"Virtual Bodies: Play, Power, Performance",[],[]
AMST 2220T,AMST,['202020'],Slavery in the Recent American Imagination,[],[]
AMST 2220U,AMST,['202020'],"The Fugitivity of Slowness, Stillness, and Stasis (HMAN 2401D)",[],[]
AMST 2525,AMST,"['202020', '201920']",American Studies MA Capstone,[],[]
AMST 2600,AMST,['202020'],Intro to Digital Humanities,[],[]
AMST 2650,AMST,"['202020', '201910', '201810', '201710', '201620']",Introduction to Public Humanities,[],[]
AMST 2680,AMST,"['202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Semester Practicum in Public Humanities,[],[]
AMST 2684,AMST,['202020'],Creative & Cultural Entrepreneurship in the Commons,[],[]
AMST 2970C,AMST,['202020'],Rethinking the Civil Rights Movement (HIST 2970C),[],[]
AMST 0070,AMST,['202010'],An Introduction to Africana Studies (AFRI 0090),[],[]
AMST 0192G,AMST,['202010'],Japanese American Incarceration: Past & Present Encounters with the Racial State,[],[]
AMST 0192H,AMST,['202010'],Blurred and Faded: Disrupting the Color-Line Through Photography,[],[]
AMST 0192J,AMST,['202010'],"Religion, Politics, and Culture in America, 1865 - Present (HIST 0253)",[],[]
AMST 1600C,AMST,"['202010', '201710']","The Anti-Trafficking Savior Complex: Saints, Sinners, and Modern-Day Slavery",[],[]
AMST 1600F,AMST,"['202010', '201720']",Blacks and Jews in American History and Culture (JUDS 1753),[],[]
AMST 1600K,AMST,['202010'],Memory and Forgetting in Popular Culture,[],[]
AMST 1605P,AMST,['202010'],Channeling Race: Television and Race in America (MCM 1505P),[],[]
AMST 1611D,AMST,['202010'],Reading New York (ENGL 1711D),[],[]
AMST 1700P,AMST,['202010'],Making Music American: Critical Heritage Studies,[],[]
AMST 1901D,AMST,"['202010', '201810', '201610']",Motherhood in Black and White,[],[]
AMST 1902K,AMST,['202010'],Collections and Colonialism,[],[]
AMST 2020E,AMST,"['202010', '201910', '201810', '201710', '201610']",Introduction to Interdisciplinary American Studies,[],[]
AMST 2220B,AMST,"['202010', '201820', '201620']","Culture, Politics and the Metropolitan Built Environment",[],[]
AMST 2220V,AMST,['202010'],Photography on the Picket Line: Unlearning Imperial Formations of Photography (MCM 2120P),[],[]
AMST 2540,AMST,"['202010', '201920', '201820', '201720', '201610']",Methods in Public Humanities,[],[]
AMST 2630,AMST,"['202010', '201810', '201620']",Public Amnesias and Their Discontents: Theories and Practices of Remembering and Forgetting,[],[]
AMST 2685,AMST,"['202010', '201720']",Critical Approaches to Preservation and Cultural Heritage,[],[]
AMST 0190O,AMST,['201920'],Expressway Worlds: Landscape and Life on the Margins of U.S. Highways,[],[]
AMST 0190Q,AMST,['201920'],"Archival Interventions: Tracing Knowledge, Power, and Memory through the Archives",[],[]
AMST 0192E,AMST,['201920'],"20th Century American Borderlands Place, Politics, and Memories of Transition",[],[]
AMST 1100X,AMST,['201920'],"Black Speculative Fiction:World-Making + Alternative Universes,Science Fiction + Fantasy(AFRI 1100X)",[],[]
AMST 1600I,AMST,['201920'],American Literary Naturalism: Form and Economics at the Fin de Siècle,[],[]
AMST 1600J,AMST,['201920'],"Believe It or Not: Mediating the Unthinkable, Past and Present",[],[]
AMST 1611A,AMST,"['201920', '201810', '201710', '201610']",Making America: Twentieth-Century U.S. Immigrant/Ethnic Literature,[],[]
AMST 1800A,AMST,['201920'],The Cultural and Social Life of the Built Environment (URBN 1870N),[],[]
AMST 1901M,AMST,"['201920', '201720']",American Roots Music (MUSC 1932),[],[]
AMST 1902W,AMST,['201920'],Queering Oral History: Theory and Practice of Building Alternative Archives,[],[]
AMST 1903Z,AMST,['201920'],"Shrine, House or Home: Rethinking the House Museum Paradigm",[],[]
AMST 1904H,AMST,['201920'],"The Teen Age: Youth, Society and Culture in Early Cold War America",[],[]
AMST 2220D,AMST,['201920'],Museums in Their Communities,[],[]
AMST 2220I,AMST,['201920'],"Skin Deep: Reading Race, Reading Form",[],[]
AMST 2220J,AMST,"['201920', '201710']",Introduction to Critical Race Theory,[],[]
AMST 2220L,AMST,['201920'],Cultural Studies Rubrics In American Studies,[],[]
AMST 2220R,AMST,['201920'],Popular Music Studies,[],[]
AMST 2220S,AMST,['201920'],"Diaspora, Displacement, Transnationalism (HIST 2971P)",[],[]
AMST 2688,AMST,['201920'],Digital Archives and Digital Publics,[],[]
AMST 2690,AMST,"['201920', '201720']",Management of Cultural Institutions,[],[]
AMST 2697,AMST,"['201920', '201820', '201720', '201620']",Museum Interpretation Practices,[],[]
AMST 1220,AMST,['201910'],"Boatbuilding: Design, Making, and Culture",[],[]
AMST 1600H,AMST,['201910'],Monsters in our Midst: The Plantation and the Woods in Trans-American Literature (ENGL 1711N),[],[]
AMST 1601A,AMST,['201910'],"Migrants, Political Activism and the Racialization of Labor (POBS 1601M)",[],[]
AMST 1700F,AMST,['201910'],American Publics,[],[]
AMST 1902X,AMST,['201910'],Social Memory and the 1960s: From Nixon to Nostalgia,[],[]
AMST 1903I,AMST,['201910'],Museum Histories,[],[]
AMST 1905O,AMST,['201910'],Reading and Righting Histories of Violence,[],[]
AMST 2220P,AMST,['201910'],Diaspora and Indigeneity,[],[]
AMST 2220Q,AMST,['201910'],"The Homo Sapiens at the End of the World; or, Readings in Race Theory",[],[]
AMST 2635,AMST,['201910'],Ethical in Public: Humanities as Moments of Encountering,[],[]
AMST 2653,AMST,"['201910', '201610']","Public Art: History, Theory, and Practice",[],[]
AMST 2655,AMST,"['201910', '201820', '201720', '201620']","Against Invisibility: Asian America/s, Collective Memory and the Public Humanities",[],[]
AMST 2694,AMST,"['201910', '201710', '201610']",UnSettling Public Humanities,[],[]
AMST 0190L,AMST,['201820'],Cry for Justice: Asian American Literature of Social Activism,[],[]
AMST 0190M,AMST,['201820'],"Ecological (De)colonization: North American Environmental History, Justice, and Sovereignty",[],[]
AMST 0190N,AMST,['201820'],Health as Morality in American Life,[],[]
AMST 1010,AMST,['201820'],Introduction to American Studies: American Icons,[],[]
AMST 1700K,AMST,"['201820', '201710']",Race in the Americas: A Hemispheric Perspective,[],[]
AMST 1902R,AMST,['201820'],Memory and Forgetting in Popular Culture,[],[]
AMST 1902S,AMST,['201820'],Dawnland Voices: Exploring Native New England,[],[]
AMST 1904B,AMST,['201820'],Henry James Goes to the Movies,[],[]
AMST 1905N,AMST,"['201820', '201610']",War and the Mind in Modern America,[],[]
AMST 1906R,AMST,['201820'],Law and Transformative Social Change,[],[]
AMST 1906S,AMST,['201820'],Narratives of Blackness in Latinx and Latin America (ENGL 1761B),[],[]
AMST 1906T,AMST,['201820'],Captive Voices: Atlantic Slavery in the Digital Age (HIST 1970G),[],[]
AMST 1950,AMST,['201820'],Pursuit of Happiness: Environmental Justice and Indigenous Rights,[],[]
AMST 2220M,AMST,['201820'],Rethinking Asian American Studies,[],[]
AMST 2220N,AMST,['201820'],"Black Feminism: Roots, Routes, Futures",[],[]
AMST 2500A,AMST,['201820'],History Curatorship,[],[]
AMST 2670,AMST,"['201820', '201810', '201720', '201710', '201620']",Summer Practicum in Public Humanities,[],[]
AMST 2689,AMST,['201820'],Show Me the Money: Philanthropy and Civil Society,[],[]
AMST 2699,AMST,"['201820', '201620']",Digital Storytelling,[],[]
AMST 0150E,AMST,"['201810', '201710']",Skill: From Flint-knapping to the Maker Movement,[],[]
AMST 1500A,AMST,['201810'],Research and Transnational Communities: Qualitative Fieldwork Methods,[],[]
AMST 1600G,AMST,['201810'],Contemporary Black Women's Literature (ENGL 1711L),[],[]
AMST 1612Q,AMST,['201810'],Women / Writing / Power,[],[]
AMST 1700M,AMST,['201810'],Transpacific America,[],[]
AMST 1900I,AMST,['201810'],Latina/o Cultural Theory,[],[]
AMST 1901E,AMST,"['201810', '201710']",Introduction to Ethnomusicology (MUSC 1900),[],[]
AMST 1902U,AMST,['201810'],Zombies Pirates Ghosts Witches,[],[]
AMST 1902V,AMST,['201810'],Visions of a Post-Industrial Society,[],[]
AMST 1906Q,AMST,"['201810', '201710']",The History of Children and Childhood in America,[],[]
AMST 2220F,AMST,['201810'],The Transnational Practice of U.S. Popular Culture,[],[]
AMST 2631,AMST,['201810'],Public Humanities on Lockdown:Considerations on the role + design of humanities programs in prisons,[],[]
AMST 2686,AMST,['201810'],Creating a 21st Century Art and Design Museum: A Seminar and Laboratory,[],[]
AMST 2687,AMST,['201810'],History & Heritage Organizations: Collaboration & Critique,[],[]
AMST 0150P,AMST,"['201720', '201610']","The Teen Age: Youth, Society and Culture in Early Cold War America",[],[]
AMST 0170C,AMST,"['201720', '201620']","Race, Class, and Girlhood",[],[]
AMST 0191C,AMST,['201720'],"Race and Space:  Segregation, Suburbanization, and Sites of Encampment",[],[]
AMST 0191F,AMST,['201720'],No-No Boy: Experimental Scholarship on Asian-America,[],[]
AMST 1611O,AMST,['201720'],Early American Film: The Birth of an Industry,[],[]
AMST 1700L,AMST,['201720'],Bad Rehab: Rehabilitation Regimes of the American Ethic,[],[]
AMST 1900H,AMST,['201720'],New Media as a Tool for Social and Political Change,[],[]
AMST 1900T,AMST,['201720'],"Disability: History, Theory, and Bodily Difference",[],[]
AMST 1902B,AMST,['201720'],"Water is Life/New Currents in the Study of Land, Water and Indigeneity (ETHN 1750H)",[],[]
AMST 1902C,AMST,['201720'],"Indigeneity, Sustainability and Resistance in Food Politics (ETHN 1750I)",[],[]
AMST 1902D,AMST,['201720'],"Make a Body Riot: Laughter, Resistance, and African American Literature (GNSS 1961J)",[],[]
AMST 1902F,AMST,['201720'],"Global America: Gender, Empire, and Internationalism Since 1890 (GNSS 1961I)",[],[]
AMST 1906P,AMST,"['201720', '201620']",Food in American Society and Culture,[],[]
AMST 2220K,AMST,['201720'],The Body (HIST 2981J),[],[]
AMST 2666,AMST,['201720'],"Repair: Museums, Material, and Metaphor",[],[]
AMST 1906I,AMST,['201715'],Decolonizing Museums: Collecting Indingenous Culture in Taiwan and North America,[],[]
AMST 0191O,AMST,['201710'],"Revolting Bodies: Aesthetics, Representation, and Popular Culture",[],[]
AMST 1904K,AMST,['201710'],Power + Water: Material Culture and its Environmental Impact,[],[]
AMST 1905X,AMST,['201710'],"Public Memory: Testimony, Memorial, Ritual",[],[]
AMST 2692,AMST,['201710'],Digital Public Humanities,[],[]
AMST 2698,AMST,['201710'],Critical Perspectives in Informal Learning,[],[]
AMST 0150N,AMST,['201620'],Color Me Cool,[],[]
AMST 0190Z,AMST,['201620'],Queering the Archive:  History and the Politics of Identity,[],[]
AMST 0191B,AMST,['201620'],"Race and Nation in the U.S.: Belonging, Longing, and Resistance",[],[]
AMST 0192C,AMST,['201620'],Race in the Museum,[],[]
AMST 1540,AMST,['201620'],"Public Humanities: History, Theory, Practice",[],[]
AMST 1600D,AMST,['201620'],Sports in American Society,[],[]
AMST 1611Z,AMST,['201620'],The Century of Immigration,[],[]
AMST 1700I,AMST,['201620'],Community Engagement with Health and the Environment,[],[]
AMST 1902Z,AMST,['201620'],Radio: From Hams to Podcasts,[],[]
AMST 1904V,AMST,['201620'],Decolonizing Minds: A People's History of the World,[],[]
AMST 1905L,AMST,['201620'],Transpacific Popular Culture,[],[]
AMST 1905R,AMST,['201620'],Theory and Practice of Local History (HIST 1972E),[],[]
AMST 1905T,AMST,['201620'],Imagining Formosa:  American Writings on Taiwan,[],[]
AMST 1906H,AMST,['201620'],Beauty Pageants in American Society,[],[]
AMST 1906J,AMST,['201620'],"Race, Gentrification, and the Policing of Urban Space (PLCY 1701W)",[],[]
AMST 1906M,AMST,['201620'],"Making Knowledge in the Progressive Era: Institutions, Spaces, and Ideas",[],[]
AMST 1500C,AMST,['201615'],Critical Approaches to Global Humanitarianism in Thailand,[],[]
AMST 0150L,AMST,['201610'],Object Histories: The Material Culture of Early America (HIST 0550A),[],[]
AMST 0191Y,AMST,['201610'],"Cradle of Democracy?: Race, Childhood, and U.S. National Identity",[],[]
AMST 0192B,AMST,['201610'],Remixing Racial Codes: Interraciality in Literature and Film Post-1945,[],[]
AMST 0192D,AMST,['201610'],Social Memory and the 60s: From Nixon to Nostalgia,[],[]
AMST 0253,AMST,['201610'],"Religion, Politics, and Culture in America (HIST 0253)",[],[]
AMST 1250G,AMST,['201610'],Topics in Material Culture Studies: The Arts and Crafts Movement in America 1880-1920,[],[]
AMST 1601,AMST,['201610'],Health and Healing in American History,[],[]
AMST 1700D,AMST,['201610'],Race and Remembering,[],[]
AMST 1906N,AMST,['201610'],"Whiteness, Power, and Privilege: The Invention and Persistence of the White Race",[],[]
AMST 2580,AMST,['201610'],Managing and Evaluating Arts and Culture Institutions,[],[]
AMST 2590,AMST,['201610'],"Creativity, Community and Controversy in Cultural Policy",[],[]
ANTH 0066D,ANTH,"['202110', '201910', '201720']",Who Owns the Past?,[],[]
ANTH 0066J,ANTH,['202110'],So You Want to Change the World?,[],[]
ANTH 0500,ANTH,"['202110', '202010', '201810', '201710']",Past Forward: Discovering Anthropological Archaeology,[],[]
ANTH 1031,ANTH,"['202110', '201620']",Classic Mayan Civilization,[],[]
ANTH 1115,ANTH,['202110'],Anthropology of the Chinese Diaspora,[],[]
ANTH 1225,ANTH,['202110'],Gendering Migration and Diasporas,[],[]
ANTH 1236,ANTH,"['202110', '202010']",Urban Life: Anthropology in and of the City,[],[]
ANTH 1253,ANTH,"['202110', '201910', '201710']",The Visual in Anthropology: Documentary Films and Society,[],[]
ANTH 1300,ANTH,"['202110', '202020', '201910', '201810', '201710']",Anthropology of Addictions and Recovery,[],[]
ANTH 1622,ANTH,['202110'],Archaeology of Settler Colonialism,[],[]
ANTH 1820,ANTH,['202110'],Lost Languages: The Decipherment and Study of Ancient Writing Systems,[],[]
ANTH 1848,ANTH,"['202110', '201810']",Ethnography + Social Critique,[],[]
ANTH 1901,ANTH,"['202110', '202010', '201910', '201710']",Anthropology in/of the Museum,[],[]
ANTH 1940,ANTH,"['202110', '202020', '201910', '201810', '201720', '201620']",Ethnographic Research Methods,[],[]
ANTH 2045,ANTH,"['202110', '202010', '201910', '201810', '201710']",Proposal Writing Workshop for Anthropological Fieldwork,[],[]
ANTH 2060,ANTH,"['202110', '201820', '201810', '201720', '201710', '201620']",Anthropology Dissertators' Seminar,[],[]
ANTH 2970,ANTH,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620']",Preliminary Examination Preparation,[],[]
ANTH 2990,ANTH,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620']",Thesis Preparation,[],[]
ANTH 0066X,ANTH,['202100'],Politics and Symbols,[],[]
ANTH 0300,ANTH,"['202100', '201910', '201810', '201620']",Culture and Health,[],[]
ANTH 0303,ANTH,['202100'],Whiteness in the World (SOC 0300W),[],[]
ANTH 0415,ANTH,['202100'],"New Faces, New Challenges: Immigrant Students in U.S. Schools (EDUC 0410A)",[],[]
ANTH 1250,ANTH,"['202100', '201810']",Film and Anthropology: Identity and Images of Indian Societies,[],[]
ANTH 1405,ANTH,['202100'],"Race, Rights and Rebellion (AFRI 1020D)",[],[]
ANTH 1725,ANTH,['202100'],The Archaeology of College Hill (ARCH 1900),[],[]
ANTH 1911,ANTH,"['202100', '201910']",Gender and Sexuality in the Middle East,[],[]
ANTH 0100,ANTH,"['202020', '202000', '201810', '201800', '201720', '201700', '201620']",Introduction to Cultural Anthropology,[],[]
ANTH 0310,ANTH,"['202020', '201910', '201720', '201620']",Human Evolution,[],[]
ANTH 1201,ANTH,"['202020', '201810', '201620']",Introduction to Geographic Information Systems and Spatial Analysis,[],[]
ANTH 1505,ANTH,['202020'],Vertical Civilization: South American Archaeology from Monte Verde to the Inkas,[],[]
ANTH 1515,ANTH,['202020'],Anthropology of Mental Health,[],[]
ANTH 1624,ANTH,"['202020', '201810']","Indians, Colonists, and Africans in New England",[],[]
ANTH 1631,ANTH,['202020'],The Just City (URBN 1934),[],[]
ANTH 1650,ANTH,"['202020', '201710']",Ancient Maya Writing,[],[]
ANTH 1910B,ANTH,"['202020', '201810']",Anthropology of Place,[],[]
ANTH 1960,ANTH,['202020'],Anthropology of Infrastructure (HMAN 1974T),[],[]
ANTH 2010,ANTH,"['202020', '201920', '201820', '201720', '201620']",Principles of Cultural Anthropology,[],[]
ANTH 2020,ANTH,"['202020', '201920', '201820', '201720', '201620']",Methods of Anthropological Research,[],[]
ANTH 2210,ANTH,"['202020', '201710']",Anthropology of Kinship,[],[]
ANTH 2300,ANTH,"['202020', '201820']",Anthropological Demography,[],[]
ANTH 2310A,ANTH,['202020'],"Violence, Governance, and Transnationalism",[],[]
ANTH 2800,ANTH,"['202020', '201920', '201820', '201720', '201620']",Linguistic Theory and Practice,[],[]
