code,subject,terms,name,prereqs,postreqs
RELS 1748,RELS,['201720'],Law and Religion (HMAN 1970K),[],[]
RELS 2100I,RELS,['201720'],Readings in Rabbinic Literature,[],[]
RELS 2110A,RELS,['201720'],"Religion and Romanticism: Religion, Democracy, and the Environmental Imagination",[],[]
RELS 2350C,RELS,['201720'],Readings in Neo-Confucianism,[],[]
RELS 2600D,RELS,['201720'],Pragmatism and Religion,[],[]
RELS 0022,RELS,['201710'],Introduction to the New Testament,[],[]
RELS 0030,RELS,['201710'],"Sound, Song and Salvation in South Asia",[],[]
RELS 0040,RELS,['201710'],Great Contemplative Traditions of Asia,[],[]
RELS 0050,RELS,['201710'],Love: The Concept and Practice,[],[]
RELS 0075,RELS,['201710'],Blues People:Topics in African American Religion and Culture,[],[]
RELS 0090L,RELS,['201710'],Pilgrimage and Quest,[],[]
RELS 0195,RELS,['201710'],Gender in Early Jewish and Christian Narratives,[],[]
RELS 0250,RELS,['201710'],Bodily Practice and Religion,[],[]
RELS 0290G,RELS,['201710'],The Ten Commandments (JUDS 0686),[],[]
RELS 0600C,RELS,['201710'],Radical Islam (?),[],[]
RELS 0880C,RELS,['201710'],"Race, Religion, and the Secular (JUDS 0603)",[],[]
RELS 1050,RELS,['201710'],Bibical History: What Really Happened? (JUDS 1635),[],[]
RELS 1340A,RELS,['201710'],Roman Religion (CLAS 1410),[],[]
RELS 1397,RELS,['201710'],Classical Philosophy of India (CLAS 1140),[],[]
RELS 2400J,RELS,['201710'],Stories of the Prophets in Medieval Islamic Literature,[],[]
RELS 2700,RELS,['201710'],Historiography of Islam,[],[]
RELS 0057,RELS,['201620'],"Religion, Race, and Environmental Ethics",[],[]
RELS 0095,RELS,['201620'],Islam,[],[]
RELS 0265,RELS,['201620'],"Stuff, Self, and Society",[],[]
RELS 0323,RELS,['201620'],Great Jewish Books,[],[]
RELS 0530,RELS,['201620'],Laozi and the Daodejing,[],[]
RELS 1144,RELS,['201620'],Adam and Eve in Early Jewish and Christian Interpretation,[],[]
RELS 1150A,RELS,['201620'],Kabbalah: An Introduction to Jewish Mysticism (HMAN 1971U),[],[]
RELS 2600E,RELS,['201620'],Seminar in Religion and Critical Thought: Hegel,[],[]
RELS 0085D,RELS,['201610'],"Religion, Politics, and Culture in America (HIST 0253)",[],[]
RELS 0360,RELS,['201610'],The Bible as Literature (JUDS 0830),[],[]
RELS 0406,RELS,['201610'],"Women, Slaves, and Sin: Paul and the Creation of Christianity",[],[]
RELS 0440,RELS,['201610'],The World of Byzantium (CLAS 0660),[],[]
RELS 0500,RELS,['201610'],The Theory and Practice of Buddhist Meditation,[],[]
RELS 0830,RELS,['201610'],"Religion, Reason, and Ethics from Kant to Nietzsche",[],[]
RELS 0880A,RELS,['201610'],Difficult Relations? Judaism and Christianity from the Middle Ages until the Present (JUDS 0050M),[],[]
RELS 0880B,RELS,['201610'],Jews and Money (JUDS 0683),[],[]
RELS 1170B,RELS,['201610'],The Talmud (JUDS 1630),[],[]
RELS 1190,RELS,['201610'],Religious Japan,[],[]
RELS 1430,RELS,['201610'],Buddhist Classics,[],[]
RELS 1442,RELS,['201610'],"The History, Philosophy, and Practice of Rinzai Zen Buddhism",[],[]
RELS 1825,RELS,['201610'],Cruelty in Philosophy and Literature,[],[]
RELS 2100C,RELS,['201610'],1 and 2 Kings,[],[]
RELS 2600P,RELS,['201610'],Readings in Christian Ethics and Thought,[],[]
REMS 0023,REMS,['201820'],Modern Indian Art (HIAA 0023),[],[]
REMS 0630,REMS,['201820'],Cultural History of the Netherlands in a Golden Age and a Global Age (HIAA 0630),[],[]
REMS 0855,REMS,['201820'],The Bhagavad Gītā (CLAS 0855),[],[]
REMS 1040B,REMS,['201820'],Théâtre du XVIIe siècle (FREN 1040B),[],[]
REMS 1216,REMS,['201820'],The Paradox of Early Modern Europe (HIST 1216),[],[]
REMS 1266D,REMS,"['201820', '201720', '201620']","British History, 1660-1800 (HIST 1266D)",[],[]
REMS 1440E,REMS,['201820'],The Body in Medieval Art (HIAA 1440E),[],[]
REMS 1954J,REMS,['201820'],The History of the Book in the Americas and Beyond (HIST 1954J),[],[]
REMS 1964B,REMS,['201820'],"The Enchanted World: Magic, Angels, and Demons in Early Modern Europe (HIST 1964B)",[],[]
REMS 1964D,REMS,"['201820', '201720']",Women in Early Modern England (HIST 1964D),[],[]
REMS 0100C,REMS,['201810'],Altered States (ENGL 0100C),[],[]
REMS 0150Z,REMS,['201810'],Hamlet/Post-Hamlet (ENGL 0150Z),[],[]
REMS 0550,REMS,['201810'],Florence and Tuscany in the Fifteenth Century (HIAA 0550),[],[]
REMS 0910,REMS,"['201810', '201710', '201610']",On the Dawn of Modernity (POBS 0910),[],[]
REMS 1000B,REMS,['201810'],Littérature et culture (FREN 1000B),[],[]
REMS 1010,REMS,"['201810', '201710']",Dante in English Translation: Dante's World and the Invention of Modernity (ITAL 1010),[],[]
REMS 1266C,REMS,"['201810', '201710', '201610']","English History, 1529-1660 (HIST 1266C)",[],[]
REMS 1500A,REMS,"['201810', '201710']",Major Masters and Repertoires of Music: Bach (MUSC 1500A),[],[]
REMS 1560E,REMS,['201810'],The Arts of Renaissance Courts (HIAA 1560E),[],[]
REMS 1600B,REMS,['201810'],Caravaggio (HIAA 1600B),[],[]
REMS 1610,REMS,"['201810', '201710']",The Divina Commedia: Inferno and Purgatorio (ITAL 1610),[],[]
REMS 1956J,REMS,['201810'],Making Meaning: Extracting Knowledge from Matter in Early Modern Europe (HIST 1956J),[],[]
REMS 1964F,REMS,"['201810', '201710']",Early Modern Ireland (HIST 1964F),[],[]
REMS 2350H,REMS,['201810'],The History of Wonder in Colonial Spanish American Lettres (HISP 2350H),[],[]
REMS 0150F,REMS,['201720'],Pirates (HIST 0150F),[],[]
REMS 0310A,REMS,['201720'],Introduction to Shakespeare (ENGL 0310A),[],[]
REMS 0510P,REMS,['201720'],Reading the Renaissance (COLT 0510P),[],[]
REMS 0910A,REMS,['201720'],Medieval and Renaissance Music (MUSC 0910),[],[]
REMS 1020,REMS,['201720'],Boccaccio's Decameron (ITAL 1020),[],[]
REMS 1440,REMS,['201720'],"The Ottomans: Faith, Law, Empire (HIST 1440)",[],[]
REMS 1560A,REMS,['201720'],Italy and the Mediterranean (HIAA 1560A),[],[]
REMS 1620,REMS,['201720'],The Divina Commedia: Dante's Paradiso: Justifying a Cosmos (ITAL 1620),[],[]
REMS 1701C,REMS,['201720'],"The First Scientific Americans: Exploring Nature in Latin America, 1500-1800 (SCSO 1701C)",[],[]
REMS 1813N,REMS,['201720'],Early Modern Women's Writing (COLT 1813N).,[],[]
REMS 1825F,REMS,['201720'],"Nature, Knowledge, Power in Renaissance Europe (HIST 1825F)",[],[]
REMS 1964K,REMS,['201720'],Descartes' World (HIST 1964K),[],[]
REMS 1967T,REMS,['201720'],History of the Andes from the Incas to Evo Morales (HIST 1967T),[],[]
REMS 1971U,REMS,['201720'],Kabbalah: An Introduction to Jewish Mysticism (HMAN 1971U),[],[]
REMS 0233,REMS,['201710'],Colonial Latin America (HIST 0233),[],[]
REMS 0580M,REMS,['201710'],"The Age of Revolutions, 1760-1824 (HIST 0580M)",[],[]
REMS 0610E,REMS,['201710'],"Crisis and Identity in Mexico, 1519-1968 (COLT 0610E)",[],[]
REMS 0660,REMS,['201710'],Giotto to Watteau:Introduction to the Art of Europe from Renaissance to French Revolution(HIAA 0660),[],[]
REMS 0810H,REMS,['201710'],How Not to Be a Hero (COLT 0810H),[],[]
REMS 1240O,REMS,['201710'],Theater of Renaissance England and Spain (HISP 1240O),[],[]
REMS 1361G,REMS,['201710'],Tolkien and the Renaissance (ENGL 1361G),[],[]
REMS 1361H,REMS,['201710'],Shakespearean Comedy (ENGL 1361H),[],[]
REMS 1410T,REMS,['201710'],L'expérience des réfugiés/immigrés (FREN 1410T),[],[]
REMS 1600A,REMS,['201710'],Bosch and Bruegel: Art Turns the World Upside Down (HIAA 1600A),[],[]
REMS 1964A,REMS,['201710'],"Age of Impostors: Fraud, Identification, and the Self in Early Modern Europe(HIST 1964A)",[],[]
REMS 1966Q,REMS,['201710'],Colonial Encounters and the Creation of Latin America (HIST 1966Q),[],[]
REMS 2130,REMS,['201710'],Au-delà de l’Europe: La France et le monde au XVIIe siècle (FREN 2130H),[],[]
REMS 1040C,REMS,['201620'],Le Grand Siècle à l'écran (FREN 1040C),[],[]
REMS 2360S,REMS,['201620'],Alternative Miltons (ENGL 2360S),[],[]
REMS 0310E,REMS,['201610'],Shakespeare: The Screenplays (ENGL 0310E),[],[]
REMS 1120G,REMS,['201610'],Reading Humanist Latin Texts (LATN 1120G),[],[]
REMS 1120X,REMS,['201610'],Ovid's Metamorphoses (CLAS 1120X),[],[]
REMS 1310A,REMS,['201610'],"""Firing the Canon"": Early Modern Women’s Writing (ENGL 1310A)",[],[]
REMS 1360Z,REMS,['201610'],Shakespeare and Embodiment (ENGL 1360Z),[],[]
REMS 1580,REMS,['201610'],"Word, Image and Power in Renaissance Italy (ITAL 1580)",[],[]
REMS 1825H,REMS,['201610'],"Science, Medicine, and Technology in the 17th Century (HIST 1825H)",[],[]
REMS 1964G,REMS,['201610'],"Spin, Terror and Revolution: England, Scotland and Ireland, 1660-1720 (HIST 1964G)",[],[]
REMS 2130E,REMS,['201610'],Corps et esprits libertins (FREN 2130E),[],[]
REMS 2160P,REMS,['201610'],The Invention of the Novel: Fiction and Society in Renaissance Spain (HISP 2160P),[],[]
REMS 2520I,REMS,['201610'],Sor Juana Inés de la Cruz in Her Literary Context (HISP 2520I),[],[]
RUSS 0100,RUSS,"['202110', '202020', '202010', '201910', '201810', '201710', '201610']",Introductory Russian,[],[]
RUSS 0300,RUSS,"['202110', '202010', '201910', '201810', '201710', '201610']",Intermediate Russian,[],[]
RUSS 0320A,RUSS,"['202110', '201920']","Dostoevsky's ""The Brothers Karamazov"" - The Art of the Novel",[],[]
RUSS 0500,RUSS,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Russian,[],[]
RUSS 1050,RUSS,['202110'],Russian Culture: From Peter The Great to Putin,[],[]
RUSS 1110,RUSS,"['202110', '202010', '201910', '201810', '201710', '201610']",Special Topics in Russian Studies I: Advanced Reading and Conversation,[],[]
RUSS 1340,RUSS,"['202110', '201910', '201710']",The Russian Novel,[],[]
RUSS 1550,RUSS,"['202110', '201910', '201720', '201620']",Beyond the Kremlin: Russian Culture and Politics in the Twenty-First Century,[],[]
RUSS 2970,RUSS,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Examination Preparation,[],[]
RUSS 2990,RUSS,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
RUSS 0110,RUSS,"['202100', '201920', '201820', '201720', '201620']",Intensive Russian,[],[]
RUSS 0200,RUSS,"['202100', '202020', '201920', '201820', '201720', '201620']",Introductory Russian,[],[]
RUSS 0320C,RUSS,"['202100', '201810', '201610']",Demons and Angels in Russian Literature,[],[]
RUSS 0400,RUSS,"['202020', '201920', '201820', '201720', '201620']",Intermediate Russian,[],[]
RUSS 0600,RUSS,"['202020', '201920', '201820', '201720', '201620']",Advanced Russian,[],[]
RUSS 1120,RUSS,"['202020', '201920', '201820', '201720', '201620']",Special Topics in Russian Studies II: Advanced Reading and Conversation,[],[]
RUSS 1200,RUSS,"['202020', '201920', '201820', '201720', '201620']",Russian Fantasy and Science Fiction,[],[]
RUSS 1250,RUSS,"['202020', '201820', '201620']",Russian Cinema,[],[]
RUSS 1810,RUSS,"['202020', '201720']",Tolstoy,[],[]
RUSS 1840,RUSS,"['202020', '201810', '201610']",Nabokov,[],[]
RUSS 1895,RUSS,"['202020', '201620']","Bakhtin, Formalism, and Soviet Avant-Garde Aesthetics",[],[]
RUSS 1220,RUSS,"['202010', '201820']",Nationalism and Nationalities,[],[]
RUSS 1290,RUSS,"['202010', '201910', '201810', '201710', '201610']",Russian Literature in Translation I: Pushkin to Dostoevsky,[],[]
RUSS 1800,RUSS,['202010'],Pushkin,[],[]
RUSS 1820,RUSS,"['202010', '201810', '201610']",Dostoevsky,[],[]
RUSS 1300,RUSS,"['201920', '201720', '201620']",Russian Literature in Translation II: Tolstoy to Solzhenitsyn,[],[]
RUSS 1440,RUSS,"['201920', '201810', '201710']",Imagining Moscow: Utopia and Urban Spaces in 20th-Century Russian Culture,[],[]
RUSS 2017,RUSS,['201920'],"Roaring Twenties: Literature, Arts, and Politics in Post-Revolutionary Russia.",[],[]
RUSS 0320E,RUSS,"['201910', '201710']",Crime and Punishment through Literature,[],[]
RUSS 1660,RUSS,"['201910', '201720']",Sexuality and Revolution in 20th-Century Russian Culture,[],[]
RUSS 1860,RUSS,"['201910', '201710']",Chekhov,[],[]
RUSS 1885,RUSS,"['201910', '201710']",Literature and Art of the Russian Avant-Garde,[],[]
RUSS 2610C,RUSS,"['201910', '201620']",Russian Romanticism,[],[]
RUSS 1330,RUSS,"['201820', '201610']","Soviet Culture: Propaganda, Dissidence, Underground",[],[]
RUSS 1857,RUSS,['201820'],Russian Intellectual History,[],[]
RUSS 1980,RUSS,['201820'],"Today's Russian Poetry: Globalization, Resistance, and Innovation",[],[]
RUSS 2710C,RUSS,"['201820', '201620']",In Memoriam in Russian Literature,[],[]
RUSS 1880,RUSS,['201810'],Russian Postmodernism and Cold War Narratives,[],[]
RUSS 1917,RUSS,['201810'],Communism and Soviet Literature,[],[]
RUSS 2410,RUSS,['201810'],Movements and Genres in Russian Literary Culture,[],[]
RUSS 0250,RUSS,['201800'],Introductory Russian in St. Petersburg,[],[]
RUSS 0350,RUSS,['201800'],Intermediate Russian in St. Petersburg,[],[]
RUSS 0550,RUSS,['201800'],Advanced Russian in St. Petersburg,[],[]
RUSS 1060,RUSS,['201800'],St. Petersburg: A Window on Russia,[],[]
RUSS 1500,RUSS,['201720'],Approaches to Russian Literature,[],[]
RUSS 1848,RUSS,['201720'],Central Europe: An Idea and its Literature,[],[]
RUSS 2010,RUSS,['201710'],Eighteenth-Century Literature,[],[]
RUSS 2810,RUSS,['201710'],Russian Poetry: Silver Age,[],[]
RUSS 1812,RUSS,['201610'],Fathers and Children in Literature and Culture,[],[]
RUSS 2720D,RUSS,['201610'],Derzhavin and His Epoch,[],[]
SANS 0100,SANS,"['202110', '202020', '202010', '201910', '201810', '201710', '201610']",Elementary Sanskrit I,[],[]
SANS 0200,SANS,"['202110', '202100', '202020', '201920', '201820', '201720', '201620']",Elementary Sanskrit II,[],[]
SANS 1030,SANS,['202110'],The Bhāgavata Purāṇa: Text and Reception,[],[]
SANS 2970,SANS,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Sanskrit Preliminary Exam Preparation,[],[]
SANS 1400,SANS,"['202100', '202020']",The Sanskrit Grammatical Tradition,[],[]
SANS 1600,SANS,"['202010', '201620']",Sanskrit Poetry and Drama,[],[]
SANS 1020,SANS,['201920'],Early Sanskrit Philosophy and Religion,[],[]
SANS 0300,SANS,"['201910', '201810', '201710', '201610']",Sanskrit Epic Narrative,[],[]
SANS 1800,SANS,['201910'],Classical Schools of Indian Philosophy,[],[]
SANS 0400,SANS,"['201820', '201720', '201620']",Classical Sanskrit Story Literature,[],[]
SANS 1100,SANS,['201720'],Vedic Sanskrit,[],[]
SANS 1080,SANS,['201610'],The Critical Episodes of the Mahabharata,[],[]
SCSO 0280,SCSO,"['201720', '201620']",Transforming Society-Technology and Choices for the Future (ENGN 0020),[],[]
SCSO 0380B,SCSO,['201720'],Science and Capitalism (HIST 0276B),[],[]
SCSO 0385,SCSO,['201720'],History of Medicine I: Medical Traditions in the Old World Before 1700 (HIST 0286A),[],[]
SCSO 0700I,SCSO,['201720'],"Health, Illness and Medicine in Spanish American Literature and Film (HISP 0750Q)",[],[]
SCSO 1000,SCSO,"['201720', '201620']",Introduction to Science and Society: Theories and Controversies,[],[]
SCSO 1120,SCSO,['201720'],International Health: Anthropological Perspectives (ANTH 1310),[],[]
SCSO 1155,SCSO,['201720'],Astronomy Before the Telescope (ASYR 1600),[],[]
SCSO 1396,SCSO,['201720'],Feathery Things: An Avian Introduction to Animal Studies (HIST 1977B),[],[]
SCSO 1397,SCSO,['201720'],"Nature, Knowledge, and Power in Renaissance Europe (HIST 1825F)",[],[]
SCSO 1398,SCSO,['201720'],Death from Medieval Relics to Forensic Science (HIST 1280),[],[]
SCSO 1399,SCSO,['201720'],Environmental History of East Asia (HIST 1820B),[],[]
SCSO 1700P,SCSO,"['201720', '201620']",Neuroethics,[],[]
SCSO 1701C,SCSO,['201720'],"The First Scientific Americans: Exploring Nature in Latin America, 1500-1800",[],[]
SCSO 1701E,SCSO,['201720'],"Race, Difference, and Biomedical Research: Historical Considerations (BIOL 1920D)",[],[]
SCSO 1701P,SCSO,['201720'],The Anthropocene (ENVS 1910),[],[]
SCSO 1701Q,SCSO,['201720'],The Fate of the Coast,[],[]
SCSO 1701R,SCSO,['201720'],"Disability: History, Theory, and Bodily Difference (AMST 1900T)",[],[]
SCSO 2700D,SCSO,['201720'],The Body (HIST 2981J),[],[]
SCSO 0070G,SCSO,['201710'],Skill: From to the Medieval Workshop to the Maker Movement (AMST 0150E),[],[]
SCSO 0382,SCSO,['201710'],Food and Drugs in History (HIST 0150H),[],[]
SCSO 0383,SCSO,['201710'],From Fire Wielders to Empire Builders:Human Impact on the Global Environment before 1492(HIST 0270A),[],[]
SCSO 0700B,SCSO,"['201710', '201610']",Science and Social Controversy,[],[]
SCSO 0700G,SCSO,['201710'],Digital Media in the Time of Ecological Crisis (MCM 0902C),[],[]
SCSO 1190,SCSO,['201710'],Nudge: Social Psychology for Social Change (CLPS 1783),[],[]
SCSO 1522,SCSO,"['201710', '201610']",Philosophy of Science (PHIL 1590),[],[]
SCSO 1701O,SCSO,['201710'],Medicine and Public Health in Africa (HIST 1960Q),[],[]
SCSO 1900,SCSO,"['201710', '201610']",Senior Seminar in Science and Society,[],[]
SCSO 0070E,SCSO,['201620'],The Anthropology of Gender and Science (ANTH 0077N),[],[]
SCSO 0511,SCSO,['201620'],Biology of Hearing (NEUR 0650),[],[]
SCSO 1130,SCSO,['201620'],Race and Gender in the Scientific Community (APMA 1910),[],[]
SCSO 1270,SCSO,['201620'],Zoopoetics (ENGL 1900J),[],[]
SCSO 1390,SCSO,['201620'],Science at the Crossroads (HIST 1825M),[],[]
SCSO 1524,SCSO,['201620'],Aristotle (PHIL 1250),[],[]
SCSO 1700F,SCSO,['201620'],Health Inequality in Historical Perspective (BIOL 1920B),[],[]
SCSO 1701N,SCSO,['201620'],International Indigenous Studies (ETHN 1891A),[],[]
SCSO 2700A,SCSO,['201620'],The Politics of Knowledge (HIST 2981F),[],[]
SCSO 0020,SCSO,['201610'],The Digital World (CSCI 0020),[],[]
SCSO 0251,SCSO,['201610'],Ancient Philosophy (PHIL 0350),[],[]
SCSO 0270,SCSO,['201610'],Poetic Cosmologies (ENGL 0700Q),[],[]
SCSO 0290,SCSO,['201610'],"Humans, Nature, and the Environment (ENVS 0110)",[],[]
SCSO 0293,SCSO,['201610'],Environmental Science in a Changing World (ENVS 0490),[],[]
SCSO 0380,SCSO,['201610'],A Global History of the Atomic Age (HIST 0276),[],[]
SCSO 0700F,SCSO,['201610'],Science and Society in Darwin's England (HIST 0582B),[],[]
SCSO 1110,SCSO,['201610'],Health and Healing in American History (AMST 1601),[],[]
SCSO 1122,SCSO,['201610'],Bioethics and Culture (ANTH 1242),[],[]
SCSO 1392,SCSO,['201610'],"Science, Medicine, Technology (HIST 1825H)",[],[]
SCSO 1393,SCSO,['201610'],Nature on Display (HIST 1820G),[],[]
SCSO 1394,SCSO,['201610'],The Roots of Modern Science (HIST 1825L),[],[]
SCSO 1395,SCSO,['201610'],Feathery Things: An Avian Introduction to Animal Science (HMAN 1972F),[],[]
SCSO 1701G,SCSO,['201610'],War and the Mind in Modern America (AMST 1905N),[],[]
SCSO 1701J,SCSO,['201610'],Picturing Paradise: Art and Science in the Americas (HMAN 1972C),[],[]
SCSO 1701K,SCSO,['201610'],Anthropology of Climate Change (ANTH 1112),[],[]
SCSO 1701L,SCSO,['201610'],"Gender, Nature, the Body (ANTH 1223)",[],[]
SCSO 1701M,SCSO,['201610'],"Nature, Society and Culture (ENVS 1927)",[],[]
SCSO 2700E,SCSO,['201610'],Plato's Theaetetus (PHIL 2150I),[],[]
STS 0080,STS,"['202110', '202020', '201920', '201820']","Data, Ethics and Society (DATA 0080)",[],[]
STS 0290,STS,"['202110', '202010', '201810']","Humans, Nature, and The Environment: Addressing Environmental Change in the 21st Century (ENVS 0110)",[],[]
STS 0381A,STS,['202110'],History of Capitalism (HIST 0150A),[],[]
STS 0610A,STS,['202110'],Environmental Sociology (SOC 0250),[],[]
STS 0760,STS,"['202110', '201820']",Poetry and Science (ENGL 0710R),[],[]
STS 1130A,STS,['202110'],Race and Gender in the Scientific Community (APMA 1910),[],[]
STS 1210A,STS,['202110'],Literature and Medicine (COLT 1810P),[],[]
STS 1220B,STS,"['202110', '202010', '201910']",Cybersecurity Ethics (CSCI 1870),[],[]
STS 1350A,STS,['202110'],Reproductive In/Justice (GNSS 1510A),[],[]
STS 1390L,STS,['202110'],"Science, Medicine and Technology in the 17th Century (HIST 1825H)",[],[]
STS 1625,STS,"['202110', '202020']",Philosophy of Biology (PHIL 1900),[],[]
STS 1700R,STS,['202110'],Bodies at Work: Disability and Capitalism,[],[]
STS 1701A,STS,"['202110', '202010', '201910']",Health Inequality in Historical Perspective (AFRI 1920),[],[]
STS 1720,STS,['202110'],Anthropology of Addictions and Recovery (ANTH 1300),[],[]
STS 1801A,STS,['202110'],Costs of Climate Change (HMAN 1974S),[],[]
STS 1802A,STS,['202110'],Planning the Family (HMAN 1975G),[],[]
STS 1900,STS,"['202110', '202010', '201910', '201810']","Senior Seminar in Science, Technology and Society",[],[]
STS 2700D,STS,['202110'],Race and Species (HIST 2981T),[],[]
STS 0230,STS,['202020'],"Literature, Science, and Technology in China (EAST 0620)",[],[]
STS 0295,STS,['202020'],Equity and the Environment (ENVS 0705),[],[]
STS 0386,STS,"['202020', '201820']",History of Medicine II: The Development of Scientific Medicine in Europe and the World (HIST 0286B),[],[]
STS 0470A,STS,['202020'],Literally Occult: Hidden Imaginaries in Media and Theory (MCM 0902Q),[],[]
STS 0522,STS,['202020'],Advanced Topics in Philosophy of Physics (PHIL 0991Q),[],[]
STS 0610,STS,['202020'],Inequalities and Health (SOC 0310K),[],[]
STS 0770,STS,['202020'],Stories of Nature,[],[]
STS 1000,STS,"['202020', '201920', '201820']","Introduction to Science, Technology and Society: Theories and Controversies",[],[]
STS 1125,STS,['202020'],Anthropology of Mental Health (ANTH 1515),[],[]
STS 1220C,STS,['202020'],Cybersecurity and International Relations (CSCI 1800),[],[]
STS 1281,STS,['202020'],Nature Writing (ENGL 1190U),[],[]
STS 1390K,STS,"['202020', '201910']","Nature, Knowledge, Power in Renaissance Europe (HIST 1825F)",[],[]
STS 1390R,STS,['202020'],"Unearthing the Body: History, Archaeology, and Biology at the End of Antiquity (HIST 1835A)",[],[]
STS 1570,STS,['202020'],"From Pathogens to Memes: Media, Pandemics, and Globalization (MCM 1506N)",[],[]
STS 1590,STS,['202020'],Histories of Watching and Surveying (MES 1270),[],[]
STS 1700P,STS,"['202020', '201920', '201820']",Neuroethics,[],[]
STS 1721,STS,"['202020', '201910', '201810']",Anthropology of Addictions and Recovery (ANTH 1300),[],[]
STS 1790I,STS,['202020'],History of Artificial Intelligence (HIST 1956S),[],[]
STS 1790J,STS,['202020'],Earth Histories: From Creation to Countdown (HIST 1976J),[],[]
STS 1802,STS,['202020'],"Humans, Animals, and Machines (HMAN 1974R)",[],[]
STS 1840,STS,['202020'],Research Ethics (SOC 1873R),[],[]
STS 1850,STS,['202020'],"Digital Worlding: Terraforming Future, Fact, Fiction and Fabulation (MCM 1701I)",[],[]
STS 0050K,STS,"['202010', '201910']",Pride and Prejudice in the Development of Scientific Theories (BIOL 0190P),[],[]
STS 0384,STS,['202010'],History of Medicine I: Medical Traditions in the Old World Before 1700 (HIST 0286A),[],[]
STS 1124,STS,['202010'],Anthropology of Epidemics (ANTH 1350),[],[]
STS 1220A,STS,"['202010', '201910']","Computers, Freedom, and Privacy (CSCI 1805)",[],[]
STS 1694A,STS,"['202010', '201910']",Artists and Scientists as Partners (TAPS 1281W),[],[]
STS 1726,STS,"['202010', '201920']",Reimagining Climate Change (ANTH 1601),[],[]
STS 1771A,STS,['202010'],The Anthropocene: The Past and Present of Environmental Change (ENVS 1910),[],[]
STS 1771B,STS,['202010'],Wasted:  Rethinking Chemical Environments (ENVS 1926),[],[]
STS 1790H,STS,['202010'],War and Medicine since the Renaissance (HIST 1977J),[],[]
STS 2385,STS,['202010'],Environmental Sociology (SOC 2385),[],[]
STS 2400I,STS,['202010'],Environmental Humanities (HMAN 2400I),[],[]
STS 2700G,STS,['202010'],Medical Anthropology (ANTH 2230),[],[]
STS 0140A,STS,['201920'],"Water, Culture and Power (ARCH 0680)",[],[]
STS 0294,STS,['201920'],"Political Ecology: Power, Difference and Knowledge (ENVS 0715)",[],[]
STS 0400,STS,"['201920', '201810']",The Phoenix and the Hummingbird: Natural History from Antiquity to Evolution,[],[]
STS 1122,STS,['201920'],Bioethics and Culture (ANTH 1242),[],[]
STS 1161A,STS,['201920'],Scientific Thought in Ancient Iraq (ASYR 1725),[],[]
STS 1390P,STS,['201920'],Environmental History of East Asia (HIST 1820B),[],[]
STS 1694B,STS,['201920'],Artists and Scientists as Partners: Theory to Practice (TAPS 1281Z),[],[]
STS 1701B,STS,['201920'],"Race, Difference and Biomedical Research:  Historical Considerations (AFRI 1930)",[],[]
STS 2700F,STS,['201920'],Special Topics in Ancient Sciences (ASYR 2700),[],[]
STS 0050L,STS,['201910'],Botanical Roots of Modern Medicine (BIOL 0190E),[],[]
STS 0120,STS,"['201910', '201810']",Culture and Health (ANTH 0300),[],[]
STS 0700B,STS,"['201910', '201810']",Science and Social Controversy,[],[]
STS 0770A,STS,['201910'],Chemistry and Art (CHEM 0999),[],[]
STS 1161,STS,['201910'],Astronomy Before the Telescope (ASYR 1600),[],[]
STS 1390I,STS,['201910'],Science at the Crossroads (HIST 1825M),[],[]
STS 1622,STS,['201910'],Philosophy of Science (PHIL 1590),[],[]
STS 1702A,STS,['201910'],Social Impact of Emerging Technologies: The Role of Engineers (ENGN 1931J),[],[]
STS 2700A,STS,"['201910', '201810']",The Politics of Knowledge (HIST 2981F),[],[]
STS 0050J,STS,['201820'],African American Health Activism from Emancipation to AIDS (AFRI 0550),[],[]
STS 0740,STS,['201820'],"Health, Illness and Medicine in Spanish American Literature and Film (HISP 0750Q)",[],[]
STS 1390J,STS,['201820'],From Medieval Bedlam to Prozac Nation: Intimate Histories of Psychiatry and Self (HIST 1830M),[],[]
STS 1790F,STS,['201820'],Animal Histories (HIST 1976G),[],[]
STS 0050,STS,['201810'],Science Fictions: The Misuse of Science in Public Life,[],[]
STS 0050H,STS,['201810'],Communicating Science: Animating Science (BIOL 0140C),[],[]
STS 0382,STS,['201810'],Foods and Drugs in History (HIST 0150H),[],[]
STS 0383,STS,['201810'],From Fire Wielders to Empire Builders:Human Impact on the Global Environment before 1492(HIST 0270A),[],[]
STS 1790G,STS,['201810'],Making Meaning: Extracting Knowledge from Matter in Early Modern Europe (HIST 1956J),[],[]
STS 1801,STS,['201810'],Bureaucracy: A Modern History (HMAN 1973K),[],[]
SLAV 1300,SLAV,"['202110', '201920', '201710']",Sociolinguistics (with Case Studies on the Former USSR and Eastern Europe),[],[]
SLAV 2970,SLAV,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Examination Preparation,[],[]
